Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Kingdom of Cambodia,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Table 2: Schools, Classes, Students and Staff by Province",Province,Number of,Disadv.,Number of.1,Number of.2,Classes,Enrollment,Repeaters,Teaching Staff,Non-Teaching Staff,Total  Staff,Unnamed: 15,Number of School,Seperated,Teaching Staff with out trainning,Pre-school,Primary School,Lower Secondary,Upper Secondary,Unnamed: 16,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Table 10: Number of Cluster schools and Schools in Pagoda,Number of Schools,2 - Shift,Floating,Schools,Attached,Schools Without,Characteristics of School Principals (Incharge),Primary,College,Lycee,Enrollment in Grade 1,Repeaters in Grade 1,Enrollment in Grade 2,Repeaters in Grade 2,Enrollment in Grade 3,Repeaters in Grade 3,Enrollment in Grade 4,Repeaters in Grade 4,Enrollment in Grade 5,Repeaters in Grade 5,Enrollment in Grade 6,Unnamed: 22,Repeaters in Grade 6,Unnamed: 24,Enrollment in Grade 7,Unnamed: 26,Repeaters in Grade 7,Unnamed: 28,Enrollment in Grade 8,Unnamed: 30,Repeaters in Grade 8,Unnamed: 32,Enrollment in Grade 9,Unnamed: 34,Repeaters in Grade 9,Unnamed: 36,Enrollment in Grade 10,Unnamed: 38,Repeaters in Grade 10,Unnamed: 40,Enrollment in Grade 11,Unnamed: 42,Repeaters in Grade 11,Unnamed: 44,Enrollment in Grade 12,Unnamed: 46,Repeaters in Grade 12,Unnamed: 48,Lower Sec.,Upper Sec.,Total,% Female,Grade 1 Intake,Primary Enrollment,Grade 7 Intake,L. Sec. Enrollment,Grade 10 Intake,U. Sec. Enrollment,% Over-age Enrollment in,Lowest Step,Medium Step,Highest Step,Mixed Step,Pre-School,Director of the,Provincial Edn. Service,District Edn. Office,Teaching Staff at Schools,Non-Tch. Staff at Schools,Total Staff,Number of Schools with,Literacy,Contracted,Education Level of Teaching Staff,Education Level of Non-Teaching Staff,Teaching Staff without Pedagogy Training,Unnamed: 17,Preschool Level,Primary Level,Secondary Level,w/o Pedag.,Number of Classrooms,Classrooms Without Good,Schools with Separate,Parent Association,Commu.,Teaching,PB Fund (Riel),Number of Schools Obtaining Funds from,Total Number of,Concrete/Brick Structure,Wooden Structure,Bamboo Structure,New Buildings,Buildings Without Good,School Area (m2),Cl.room Area,Pre-School with,"Schools with Sport Ground, Equipment and Teams / Player for",Gross Admission,Net Admission,% Over-age (6+),Transition Rate,Transition Rate.1,Gross Enrollment Rate,Net Enrollment Rate,Gross Admission Rate,Net Admission Rate,% Over-age (6+) Admission,"Transition Rate to Lower Sec.
2018/2019","Transition Rate to Upper Sec.
2018/2019",Table 9: Indicators on Enrollment by Province,Gross Enrollment Rate (Total),Net Enrollment Rate (Total),Gross Enrollment Rate (Girl),Net Enrollment Rate (Girl),Table 3:  Indicators on Primary Schools by Province,Table 1: Indicators on Schools,Table 2:  Indicators on Schools by Province,Table 4:  Indicators on Secondary Schools by Province,Table 7: Indicators on Primary Students and Staff by Province,Aged 6,Aged 6-11,Aged 12-14,Aged 15-17,Sex-Ratio of Population,Table 8: Indicators on Secondary Students and Staff by Province,Table 5:  Indicators on Students and Staff,Table 6: Indicators on Students and Staff by Province,Primary Level (Grades 1-6),Lower Secondary Level (Grades 7-9),Upper Secondary Level (Grades 10-12),Successful Candidates,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Unnamed: 23,Grade 9,Unnamed: 27,Grade 10,Unnamed: 29,Grade 11,Unnamed: 33,Grade 12,Unnamed: 35,Table 25:  Servival Rate And Completion Rate,Table 26 : Gender Parity Index in Education Indicators 2019 - 2020,"APPENDIX: EDUCATION STATISTICS, 1979/1980 to 2019/2020"
,,7.2,9.5,,,4.2,21.6,,2.2,18.9,,3709,1307,,,,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,74.2,78.9,7970,,,,,,,,,,,,,,,,,,,,
,,10.1,9,,,4.8,24.2,,2.4,19.5,,3075,1775,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9,71,78.1,6272,,,,,,,,,,,,,,,,,,,,
,,7.4,6.1,,,3.4,20.7,,1.4,21.2,,2219,914,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,75.9,77.4,4311,,,,,,,,,,,,,,,,,,,,
,,5.8,8,,,3.1,27.7,,0.7,23.4,,2432,1284,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2,69.2,75.9,5820,,,,,,,,,,,,,,,,,,,,
,,8.8,9.7,,,4.9,21.8,,1.5,20.8,,2303,1139,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,73.2,77.7,4381,,,,,,,,,,,,,,,,,,,,
,,6.2,8.9,,,4.3,22.8,,1.9,17.2,,2657,1622,,,,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,72.9,80.8,4179,,,,,,,,,,,,,,,,,,,,
,,9.6,3.9,,,4,16.4,,2.2,17.3,,5036,2311,,,,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4,79.7,80.4,10376,,,,,,,,,,,,,,,,,,,,
,,13.8,1.5,,,6.7,22.1,,2.2,13.5,,195,114,,,,Kep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,71.2,84.3,245,,,,,,,,,,,,,,,,,,,,
,,5.9,9.1,,,1.9,16.7,,0.9,28.2,,490,111,,,,Koh Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,81.4,70.9,945,,,,,,,,,,,,,,,,,,,,
,,9.2,11.7,,,2.9,24.6,,2.4,16.2,,1057,592,,,,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,72.5,81.4,2868,,,,,,,,,,,,,,,,,,,,
,,4.2,11.3,,,7.4,17.2,,0.2,11.3,,275,139,,,,Mondul Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5,75.4,88.6,656,,,,,,,,,,,,,,,,,,,,
,,9.7,10.8,,,6.6,20.5,,3.2,15.7,,795,412,,,,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4,72.9,81.2,1449,,,,,,,,,,,,,,,,,,,,
,,7.1,4.6,,,6.4,18.9,,2.1,22.3,,260,109,,,,Pailin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,74.7,75.6,584,,,,,,,,,,,,,,,,,,,,
,,4.4,5,,,4,12.6,,2.8,16,,4811,2792,,,,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,83.3,81.3,8036,,,,,,,,,,,,,,,,,,,,
,,5.3,14.5,,,6.9,36.6,,5.7,15.7,,142,422,,,,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,56.5,78.6,420,,,,,,,,,,,,,,,,,,,,
,,11,8.6,,,1.8,19.3,,0.4,14.1,,814,427,,,,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,78.8,85.4,1801,,,,,,,,,,,,,,,,,,,,
,,8.2,5.5,,,1.4,24.6,,1.7,20.9,,3324,1786,,,,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,74,77.4,7826,,,,,,,,,,,,,,,,,,,,
,,9.2,7.5,,,2,18,,1.8,16.3,,1789,614,,,,Pursat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,80,81.8,3819,,,,,,,,,,,,,,,,,,,,
,,4.7,15.2,,,1.8,19.1,,1,10.2,,695,307,,,,Ratanak Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1,79.1,88.8,1151,,,,,,,,,,,,,,,,,,,,
,,9.2,6.7,,,5.9,18,,2.8,19.4,,4268,2218,,,,Siemreap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1,76.1,77.8,8687,,,,,,,,,,,,,,,,,,,,
,,10.6,13.7,,,3.2,21,,3.6,12.3,,458,230,,,,Stung Treng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,75.8,84.1,813,,,,,,,,,,,,,,,,,,,,
,,5.4,2.7,,,3.3,18.7,,1.6,19.9,,2616,1268,,,,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,77.9,78.5,5016,,,,,,,,,,,,,,,,,,,,
,,10.6,5.7,,,5,6.7,,2.6,22.8,,7481,2367,,,,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,88.3,74.6,7560,,,,,,,,,,,,,,,,,,,,
,,7.2,13,,,4.9,29.8,,1.9,22.5,,1665,1045,,,,Tbaung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8,65.3,75.5,3626,,,,,,,,,,,,,,,,,,,,
,,7.8,7.7,,,4,20,,2.1,19.3,,54952,25974,,,,Whole Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5,76,78.6,104699,,,,,,,,,,,,,,,,,,,,
,,6.1,6.7,,,4.6,14.4,,2.3,17.1,,12222,7989,,,,- Urban Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2,81,80.6,18509,,,,,,,,,,,,,,,,,,,,
,,8.2,7.9,,,3.9,21.4,,2.1,20.2,,42730,17985,,,,- Rural Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,74.8,77.7,86190,,,,,,,,,,,,,,,,,,,,
,,Repetition,Dropout,,,Repetition,Dropout,,Repetition,Dropout,,Repetition,Dropout,,Repetition,,,,,,,,,,,,,Dropout,,,,,,,,,Dropout,,Repetition,Dropout,,,,,,,,,,,,,,,,,,,,,,,,,Dropout,,Repetition,,,,Dropout,,Repetition,,,,Dropout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repetition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Promotion,Promotion,Promotion,Promotion,Promotion,Promotion,Promotion,Promotion,Repetition,Promotion,Dropout,Promotion,Repetition,Promotion,Dropout,Promotion,Repetition,,,
,,4.6,3.1,,,3.7,2.1,,2.4,2.3,,1.5,4.8,,1,,Banteay Meanchey,,,,,,,,,,,1.2,,,,,,,,,7,,1.3,15.1,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,2.2,,,,12.2,,0.2,,,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3,94.3,95.3,93.7,97.7,92,83.7,86.6,1,80.6,17.2,87.4,0.4,92.3,7.4,52.7,2.5,,,
,,9,6.1,,,5.8,5.2,,4.2,5.1,,2.7,4.1,,1.9,,Battambang,,,,,,,,,,,5.9,,,,,,,,,22,,1.7,16.9,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,2,,,,14.7,,0.5,,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,89,90.7,93.2,92.2,76.5,81.3,83.5,1.2,75.3,22.8,84.7,0.6,91.5,8.1,62.1,2.8,,,
,,10.7,3.9,,,7.7,4.3,,6.1,2.5,,4.5,3.8,,3.5,,Kampong Cham,,,,,,,,,,,5.3,,,,,,,,,27.8,,2.7,13.1,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,2.4,,,,14.2,,0.5,,,,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,88,91.4,91.7,91.1,69.9,84.2,83.3,1.6,60.4,37.2,84.8,1.1,92.5,7,70.2,2.4,,,
,,8.8,0.9,,,5.8,1.2,,3.8,1.9,,3,4,,2,,Kampong Chhnang,,,,,,,,,,,3.5,,,,,,,,,10.4,,1.3,10.9,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,0.7,,,,16.7,,0.3,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3,93,94.3,92.9,94.5,88.5,87.8,85.7,0.7,80.2,19.1,83.2,0.1,87.7,12,68.9,2.3,,,
,,7.3,2.6,,,5,1,,3.8,3.2,,2.7,3.6,,1.7,,Kampong Speu,,,,,,,,,,,2.4,,,,,,,,,25.6,,1.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,1.6,,,,16,,0,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,94,93,93.7,95.9,72.4,82.8,77.6,0.8,59.4,39.1,84,0.1,90.1,9.8,75,1.3,,,
,,10.7,2.7,,,7.3,1.6,,5,2.2,,3.4,4.6,,1.9,,Kampong Thom,,,,,,,,,,,4.7,,,,,,,,,29.1,,2.8,16,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,2.3,,,,19.3,,0.4,,,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6,91.1,92.8,92.1,93.4,69.2,81.2,83.6,1.3,67.3,30.4,80.3,0.4,91,8.6,68.1,1.1,,,
,,7.4,1.1,,,4.4,2.5,,3.2,3.3,,2,3.1,,2.1,,Kampot,,,,,,,,,,,3.9,,,,,,,,,21.6,,1.7,14.9,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,1.9,,,,14.6,,0.8,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,93,93.5,94.9,94,77.2,83.4,82,0.7,75,23.1,84.2,1.2,90.3,8.9,82.3,1.6,,,
,,10.4,1,,,7.2,2.1,,5.9,1.1,,4.3,2.9,,3.5,,Kandal,,,,,,,,,,,2.5,,,,,,,,,2.6,,1.8,12.3,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,1.6,,,,13.4,,0.4,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6,90.7,93,92.7,93.9,95.2,85.9,86.7,1.1,87.5,10.9,85.8,0.8,88.4,11.2,80.1,2.9,,,
,,12.1,n.a.,,,7.5,n.a.,,7.6,n.a.,,5.8,n.a.,,1.4,,Kep,,,,,,,,,,,4.1,,,,,,,,,14.1,,1.9,23.2,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,4.3,,,,8.2,,0,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6,98.8,92.6,94.4,94.5,84.7,74.9,84.5,1.2,75.7,20,90.3,1.5,92.4,7.6,91.1,1.1,,,
,,8,7.6,,,5.2,7.2,,3.6,5.7,,2.2,5.3,,0.7,,Koh Kong,,,,,,,,,,,n.a.,,,,,,,,,16.6,,0.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,1.6,,,,1.9,,0,,,,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4,87.6,90.7,92.5,n.a.,82.4,84.5,90,0.3,76.4,22,97.9,0.2,91.5,8.5,32.9,2.9,,,
,,10.9,10,,,7.6,8.3,,5.9,9.3,,3.7,8.6,,2.4,,Kratie,,,,,,,,,,,9.1,,,,,,,,,14.4,,1.1,20,,,,,,,,,,,,,,,,,,,,,,,,,20.9,,1.8,,,,13.7,,0.5,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,84.2,84.8,87.7,88.6,83.4,79,78.4,0.7,75.5,22.7,85.9,0.4,90.9,8.6,79.8,1.4,,,
,,5.7,5.9,,,4,5.5,,2.7,8.7,,2.5,6.3,,0.9,,Mondul Kiri,,,,,,,,,,,12.1,,,,,,,,,8.2,,2,15.5,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,5.8,,,,11.3,,0,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,90.4,88.6,91.3,87,90.3,82.4,83,2.3,81.9,12.3,88.7,0,95.1,4.9,94.5,0,,,
,,11.7,8.1,,,7.1,3.9,,5.9,6.3,,3.6,5.8,,2.8,,Otdar Meanchey,,,,,,,,,,,6.9,,,,,,,,,32.8,,2.8,15.8,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,4.9,,,,13.3,,0.4,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,89.1,87.8,90.6,90.3,64.7,81.5,82.4,1.3,67.2,27.9,85.4,1.3,89.8,9.8,84.7,1.9,,,
,,7,4.9,,,5.8,0.2,,6,3.3,,1.5,3.6,,1.3,,Pailin,,,,,,,,,,,5.1,,,,,,,,,6.4,,1.9,18.1,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,7.5,,,,18.2,,0,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1,93.9,90.7,94.9,93.6,93.4,80,85.7,0.8,78.6,14,80.9,0.9,89.5,10.5,56.8,5.2,,,
,,4.7,0.3,,,3.2,n.a.,,2.6,n.a.,,1.9,0.5,,1.3,,Phnom Penh,,,,,,,,,,,1,,,,,,,,,16.3,,2.6,7.1,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,2.4,,,,n.a.,,0.5,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,97.9,98.1,97.6,97.8,82.8,90.3,96.9,1.5,64.2,33.4,n.a.,0.6,n.a.,n.a.,52.3,3.7,,,
,,5.6,5.9,,,3.9,1.7,,3.4,2.9,,2,6,,1.3,,Preah Sihanouk,,,,,,,,,,,0.9,,,,,,,,,75.5,,2.3,21.2,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,3.6,,,,11.8,,0.1,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,94.4,93.7,92,97.8,23.5,76.5,83.6,2.1,13,83.4,87.3,0.9,76.9,23,73.7,18.5,,,
,,14.1,1.5,,,9.6,3,,5.5,5.5,,4.4,5.8,,2.1,,Preah Vihear,,,,,,,,,,,6.3,,,,,,,,,13.7,,1.2,15.9,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,0.7,,,,15.5,,0,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5,87.4,89,89.8,91.6,84.6,82.9,88.8,0.8,68.8,30.5,84.3,0.2,97.3,2.7,90.7,0.9,,,
